il,fiyat(TRY),marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,cekisTipi,takasUygunluk,saticiTuru,hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı,fiyat_temiz,km_temiz,yil_temiz,motor_gucu_temiz,motor_hacmi_temiz,arac_yasi,km_per_yas,hasar_skoru,log_fiyat,marka_populerlik,marka_populerlik_log
İstanbul,492.000 TL,Peugeot,407,1.6 HDi Executive Black,318.000 km,2008.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,27.000,4,2,5,2,0,492000,318000.0,2008.0,112.0,1560.0,16.0,19875.0,18.0,13.106236027992704,537,6.2878585601617845
İstanbul,455.000 TL,Peugeot,307,1.4 Comfort,134.880 km,2006.0,Düz,Benzin,Sedan,Bilinmiyor,Bilinmiyor,Bilinmiyor,Sahibinden,22.000,0,4,1,0,8,455000,134880.0,2006.0,100.0,1499.0,18.0,7493.333333333333,6.0,13.02805489573287,537,6.2878585601617845
Isparta,535.000 TL,Peugeot,301,1.6 HDi Active,189.000 km,2017.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,3,1,3,6,535000,189000.0,2017.0,93.0,1560.0,7.0,27000.0,14.0,13.190023895035274,537,6.2878585601617845
Bursa,510.000 TL,Peugeot,207,1.4 VTi Trendy,195.000 km,2008.0,Yarı Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,1,0,2,10,510000,195000.0,2008.0,91.0,1360.0,16.0,12187.5,7.0,13.1421679654829,537,6.2878585601617845
Bursa,422.500 TL,Peugeot,308,1.6 VTi Access,139.000 km,2012.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,36.666,4,4,1,4,0,422500,139000.0,2012.0,122.0,1598.0,12.0,11583.333333333334,18.0,12.95394709264047,537,6.2878585601617845
Bursa,350.000 TL,Peugeot,307,1.4 XR,167.000 km,2005.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,2,2,9,350000,167000.0,2005.0,76.0,1360.0,19.0,8789.473684210527,10.0,12.765691290604371,537,6.2878585601617845
Bursa,430.000 TL,Peugeot,301,1.6 HDi Active,290.000 km,2015.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,7.900,10,0,2,1,0,430000,290000.0,2015.0,93.0,1560.0,9.0,32222.222222222223,7.0,12.971542813248437,537,6.2878585601617845
Ankara,259.000 TL,Peugeot,206,1.4 HDi X-Design,249.500 km,2004.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,2.623,0,0,1,0,12,259000,249500.0,2004.0,69.0,1398.0,20.0,12475.0,2.0,12.464587201678082,537,6.2878585601617845
Adana,695.000 TL,Peugeot,407,2.7 HDi Coupe,139.000 km,2006.0,Otomatik,Dizel,Coupe,Kırmızı,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,12,1,0,0,0,695000,139000.0,2006.0,207.0,2720.0,18.0,7722.222222222223,1.0,13.451668563394815,537,6.2878585601617845
İstanbul,749.990 TL,Peugeot,301,1.5 BlueHDI Active,74.500 km,2021.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,4,0,0,9,749990,74500.0,2021.0,102.0,1499.0,3.0,24833.333333333332,4.0,13.527816485440493,537,6.2878585601617845
Bursa,624.000 TL,Peugeot,208,1.4 HDi Access,108.000 km,2013.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,13,0,0,0,0,624000,108000.0,2013.0,69.0,1398.0,11.0,9818.181818181818,0.0,13.343907249914384,537,6.2878585601617845
Batman,735.000 TL,Peugeot,508,1.6 BlueHDi Active,208.000 km,2015.0,Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,3,2,8,735000,208000.0,2015.0,122.0,1560.0,9.0,23111.11111111111,12.0,13.507627138738266,537,6.2878585601617845
Ankara,170.000 TL,Peugeot,106,XN,370.000 km,1999.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,9,0,4,0,0,170000,370000.0,1999.0,63.0,1200.0,25.0,14800.0,8.0,12.04355959836804,537,6.2878585601617845
Gaziantep,515.000 TL,Peugeot,301,1.6 HDi Allure,292.000 km,2013.0,Düz,Dizel,Sedan,Bilinmiyor,Bilinmiyor,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,515000,292000.0,2013.0,100.0,1499.0,11.0,26545.454545454544,0.0,13.151924121391561,537,6.2878585601617845
Ankara,499.999 TL,Peugeot,307,1.6 Premium,197.000 km,2006.0,Otomatik,LPG & Benzin,Station wagon,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,1.011,0,0,5,0,8,499999,197000.0,2006.0,110.0,1587.0,18.0,10944.444444444445,10.0,13.122363377404328,537,6.2878585601617845
İstanbul,1.489.000 TL,Peugeot,508,1.5 BlueHDI GT Line,96.000 km,2019.0,Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,10,3,0,0,0,1489000,96000.0,2019.0,130.0,1499.0,5.0,19200.0,3.0,14.213615983257593,537,6.2878585601617845
Ankara,1.419.000 TL,Peugeot,508,1.5 BlueHDI Allure,153.000 km,2021.0,Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,12,0,1,0,0,1419000,153000.0,2021.0,130.0,1499.0,3.0,51000.0,2.0,14.165463660863566,537,6.2878585601617845
Ankara,910.000 TL,Peugeot,308,1.6 BlueHdi Active,120.000 km,2017.0,Otomatik,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,910000,120000.0,2017.0,113.0,1500.5,7.0,17142.85714285714,0.0,13.721200977393528,537,6.2878585601617845
İstanbul,398.000 TL,Peugeot,301,1.6 HDi Active,379.000 km,2013.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,398000,379000.0,2013.0,93.0,1560.0,11.0,34454.545454545456,0.0,12.894209796826232,537,6.2878585601617845
Tekirdağ,325.000 TL,Peugeot,301,1.6 HDi Active,520.000 km,2013.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,13,0,0,0,0,325000,520000.0,2013.0,93.0,1560.0,11.0,47272.72727272727,0.0,12.691583538230217,537,6.2878585601617845
Denizli,1.050.000 TL,Peugeot,208,1.2 PureTech Allure,28.294 km,2021.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1050000,28294.0,2021.0,132.0,1199.0,3.0,9431.333333333334,0.0,13.864301674514206,537,6.2878585601617845
Gaziantep,700.000 TL,Peugeot,208,1.2 VTi Access,71.000 km,2013.0,Yarı Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı yok,12,0,1,0,0,700000,71000.0,2013.0,83.0,1199.0,11.0,6454.545454545455,2.0,13.45883704259595,537,6.2878585601617845
İstanbul,425.000 TL,Peugeot,407,1.6 HDi Executive,323.000 km,2006.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,6,0,7,0,0,425000,323000.0,2006.0,112.0,1560.0,18.0,17944.444444444445,14.0,12.959846800844963,537,6.2878585601617845
Mersin,365.500 TL,Peugeot,307,1.4 HDi XR,255.000 km,2003.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,5.000,0,0,2,0,11,365500,255000.0,2003.0,69.0,1398.0,21.0,12142.857142857143,4.0,12.80902429414634,537,6.2878585601617845
İstanbul,299.000 TL,Peugeot,307,1.6 Pack,230.000 km,2005.0,Otomatik,LPG & Benzin,Station wagon,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,3,0,8,2,0,299000,230000.0,2005.0,110.0,1587.0,19.0,12105.263157894737,22.0,12.608202196848836,537,6.2878585601617845
Aydın,345.000 TL,Peugeot,307,1.4 HDi XR,255.000 km,2004.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,12,0,1,0,0,345000,255000.0,2004.0,69.0,1398.0,20.0,12750.0,2.0,12.75130259456002,537,6.2878585601617845
İstanbul,685.000 TL,Peugeot,301,1.5 BlueHDI Active,135.000 km,2019.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,1.600,13,0,0,0,0,685000,135000.0,2019.0,102.0,1499.0,5.0,27000.0,0.0,13.437175577097312,537,6.2878585601617845
Kocaeli,489.075 TL,Peugeot,301,1.6 HDi Access,180.000 km,2015.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,9,1,1,2,0,489075,180000.0,2015.0,93.0,1560.0,9.0,20000.0,9.0,13.100273175603597,537,6.2878585601617845
Ankara,415.000 TL,Peugeot,307,1.6 Comfort,320.000 km,2006.0,Otomatik,LPG & Benzin,Station wagon,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,9,1,3,0,0,415000,320000.0,2006.0,110.0,1587.0,18.0,17777.777777777777,7.0,12.936036208848487,537,6.2878585601617845
Ankara,325.000 TL,Peugeot,306,1.6 XT,257.000 km,2001.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,1,12,325000,257000.0,2001.0,90.0,1587.0,23.0,11173.91304347826,3.0,12.691583538230217,537,6.2878585601617845
İstanbul,845.000 TL,Peugeot,308,1.6 BlueHdi Active,154.000 km,2015.0,Otomatik,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,5,0,8,0,0,845000,154000.0,2015.0,122.0,1560.0,9.0,17111.11111111111,16.0,13.647093089770562,537,6.2878585601617845
Kocaeli,699.000 TL,Peugeot,208,1.2 PureTech Access,90.938 km,2015.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,13,0,0,0,0,699000,90938.0,2015.0,88.0,1200.0,9.0,10104.222222222223,0.0,13.457407451830088,537,6.2878585601617845
İzmir,340.000 TL,Peugeot,307,1.6 HDi XT,217.000 km,2003.0,Düz,LPG & Benzin,Station wagon,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,11,0,0,2,0,340000,217000.0,2003.0,100.0,1499.0,21.0,10333.333333333334,6.0,12.73670383776449,537,6.2878585601617845
Kayseri,340.000 TL,Peugeot,307,1.6 XT,328.000 km,2004.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,4.000,12,0,0,1,0,340000,328000.0,2004.0,110.0,1587.0,20.0,16400.0,3.0,12.73670383776449,537,6.2878585601617845
Antalya,459.000 TL,Peugeot,206+,1.4 HDi Urban Move,169.000 km,2012.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,1,0,12,459000,169000.0,2012.0,71.0,1398.0,12.0,14083.333333333334,2.0,13.036807667689546,537,6.2878585601617845
Hatay,530.000 TL,Peugeot,508,1.6 e-HDi Active,335.000 km,2011.0,Yarı Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,5.000,0,0,1,0,12,530000,335000.0,2011.0,114.0,1560.0,13.0,25769.23076923077,2.0,13.180634172318978,537,6.2878585601617845
Eskişehir,600.000 TL,Peugeot,208,1.0 VTi Access,72.000 km,2014.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,0,0,0,13,600000,72000.0,2014.0,69.0,999.0,10.0,7200.0,0.0,13.304686600863562,537,6.2878585601617845
Ankara,488.000 TL,Peugeot,207,1.6 HDi Outdoor,270.000 km,2011.0,Düz,Dizel,Station wagon,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,13,0,0,0,0,488000,270000.0,2011.0,91.0,1560.0,13.0,20769.23076923077,0.0,13.098072734013513,537,6.2878585601617845
Ankara,380.000 TL,Peugeot,307,1.6 Premium,273.000 km,2006.0,Düz,LPG & Benzin,Station wagon,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,10,1,2,0,0,380000,273000.0,2006.0,110.0,1587.0,18.0,15166.666666666666,5.0,12.847929163278053,537,6.2878585601617845
Aydın,390.000 TL,Peugeot,206,1.4 X-Design,105.000 km,2004.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,0,6,0,5,1,1,390000,105000.0,2004.0,76.0,1360.0,20.0,5250.0,13.0,12.873904582205107,537,6.2878585601617845
İstanbul,360.000 TL,Peugeot,307,1.4 HDi XR,233.000 km,2004.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,3,1,9,360000,233000.0,2004.0,69.0,1398.0,20.0,11650.0,9.0,12.793862088206213,537,6.2878585601617845
Antalya,435.000 TL,Peugeot,407,1.6 HDi Comfort,234.000 km,2011.0,Düz,Dizel,Sedan,Bilinmiyor,Bilinmiyor,Takasa Uygun,Bilinmiyor,Bilinmiyor,11,0,1,1,0,435000,234000.0,2011.0,112.0,1560.0,13.0,18000.0,5.0,12.983103608918753,537,6.2878585601617845
Ankara,350.000 TL,Peugeot,306,1.6 Platinum,190.000 km,2001.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,5,1,7,0,0,350000,190000.0,2001.0,99.0,1587.0,23.0,8260.869565217392,15.0,12.765691290604371,537,6.2878585601617845
İstanbul,1.259.950 TL,Peugeot,508,1.5 BlueHDI Prime,135.000 km,2021.0,Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1259950,135000.0,2021.0,130.0,1499.0,3.0,45000.0,0.0,14.04658338928258,537,6.2878585601617845
